,correct,rt
0,1,0.7403689886598981
1,1,0.5420620240470722
2,1,0.7920669951631241
3,1,0.6634637410958621
4,1,0.8505671655112819
5,0,0.5773787423699848
6,1,0.9662563395399772
7,1,0.8072235104802077
8,1,0.6075839494801442
9,1,0.7626596857014163
10,1,0.8567580345645254
11,1,0.9525034072391487
12,1,0.7988238247615658
13,1,0.6462006605576252
14,1,0.6606115619167059
15,1,0.5176552224584284
16,0,0.7545973105192412
17,0,0.6510446639609065
18,1,0.5572526205036954
19,1,0.754977035247637
20,1,0.6649644512387606
21,1,0.7119582761756922
22,1,1.0212463410680024
23,1,0.5590441294316087
24,0,0.9104705018803902
25,0,1.0010121209337448
26,1,0.6580326847147322
27,0,0.8203860770909099
28,0,0.8816283791321764
29,1,1.4437510438511925
30,1,0.7020752056729063
31,1,1.2329318458471874
32,1,0.5097827290613521
33,1,0.793414857244459
34,0,0.7086499666525468
35,1,0.6580044192698973
36,0,0.6649216986063358
37,1,1.1215970884106794
38,0,0.7208864437174689
39,0,0.6893626904903285
40,1,0.7028915574962906
41,1,0.634919984163379
42,0,0.6402729169808913
43,1,0.5526396556693165
44,1,0.5286105880076508
45,1,0.6162991213120224
46,0,0.556561203056962
47,0,0.6363992290984102
48,1,0.6259105217667609
49,1,0.5262150036929305
50,0,0.7909943960547763
51,1,0.8860835849381861
52,1,0.6832401817395111
53,0,1.1940885130066858
54,1,0.7537650620824814
55,1,0.7157993957000368
56,1,0.5300803364214539
57,1,0.920758662098236
58,1,0.5235185139749494
59,0,0.692413033159857
60,0,0.7506829052130946
61,0,0.6577026593522869
62,1,1.2284362865728404
63,1,0.731326913222967
64,1,0.7613490112492673
65,0,0.6229361344927047
66,0,2.1164972723745534
67,1,0.6525540482869738
68,0,1.313843750852544
69,1,0.8425800864511153
70,1,0.6189550813575233
71,1,0.6698749638918212
72,1,0.7113163118509971
73,0,1.2552350333283513
74,0,0.5739411922235582
75,1,0.6657322731970771
76,1,0.6350163619204148
77,1,0.7688581546879185
78,1,0.8524135903576986
79,1,0.6750860388763
80,1,0.5750371577487079
81,1,0.6149474750616295
82,1,0.6404792271166977
83,1,1.2321488442941415
84,1,0.604046103259698
85,1,0.6815841126325379
86,1,0.6238002622833596
87,0,0.8228301657452979
88,0,0.6607820642671419
89,1,0.722626902880459
90,0,0.9492479210359928
91,1,1.0187609828199038
92,0,0.8227613828989588
93,0,0.7157055358229176
94,1,0.6391805295443256
95,1,0.6381918701530496
96,0,0.7029132324593874
97,1,0.8355738733005227
98,1,0.5622709795237717
99,1,0.6958664925704969
100,1,0.5501857558995287
101,1,0.7364501963684147
102,1,0.7686475845663012
103,1,0.6161074710348697
104,1,1.0735754773498183
105,0,0.6432834104684501
106,1,0.830168281846823
107,1,0.6091383026219743
108,1,0.6323727578899863
109,1,0.5300138560592667
110,1,0.645442036296011
111,1,0.6772662129476197
112,1,0.8544131053539179
113,1,0.6546099688994362
114,1,0.49476367355275647
115,1,0.5568949102884491
116,1,0.7825536107241189
117,1,0.7122685120009671
118,0,1.0486537041810746
119,1,1.3554618477177518
120,0,0.8021710488401907
121,1,0.7845185414735603
122,1,0.6497090773862223
123,1,1.6859468333188932
124,1,0.8034807692173813
125,0,1.4257910483368772
126,1,0.8380461555699177
127,1,0.74953174623105
128,1,0.6424690398828443
129,1,0.8354770829177813
130,1,0.7002807173114156
131,0,0.8056648479886339
132,1,0.6453690818371758
133,1,0.6674181802373754
134,1,0.5901849147399748
135,1,0.6090689532477466
136,0,0.6119767062878413
137,1,0.5194826974395124
138,1,0.6660102846823512
139,1,0.5749353503251355
140,0,0.7055124661940666
141,0,0.7322243761286833
142,1,1.0721590340514429
143,1,0.5896160075485377
144,1,0.6996101831742875
145,0,0.6929136891750218
146,1,0.7081030735899805
147,1,1.1585093760237954
148,1,0.7527176496454613
149,1,0.5492475580225664
