,choice,rt
0,2,0.34502609014045493
1,2,0.5307143320544925
2,2,0.4826943971500537
3,2,0.6340626235833741
4,2,1.5732735296568938
5,2,0.42127784270353064
6,1,0.5567302017628307
7,2,0.46501272999091936
8,2,0.38849784599077153
9,2,0.4451134173955069
10,2,0.8176047598324108
11,2,0.3255694281899474
12,1,0.4227122601677432
13,2,0.37503056805990587
14,1,0.49862577030137933
15,2,0.4877999722906997
16,2,1.2801093163906672
17,2,1.2864456857908402
18,2,0.3478475858458937
19,2,0.4250047636726424
20,1,0.8607047412297251
21,2,0.6970355899322784
22,2,0.4371487342028456
23,2,0.4710205114144722
24,1,0.860772302369435
25,2,0.39969498830805283
26,2,0.8124770891848261
27,2,0.33946220445121056
28,2,0.4113878894753823
29,2,0.4603630525772995
30,2,0.833604863934634
31,2,0.46948050199441294
32,1,0.4829090106085834
33,2,0.31530086671835983
34,1,0.5028968206520387
35,2,0.5121643515091251
36,2,0.6559336904269183
37,2,0.9666185083295867
38,2,0.294440711269932
39,2,0.3818324843376507
40,2,0.6891965954839068
41,1,0.6648166097735418
42,2,0.48134355581604815
43,2,0.44262085649199134
44,1,0.5477266347574833
45,2,0.8040725865394307
46,2,0.41882258267729744
47,2,0.5851826167881414
48,1,0.48439341242492984
49,2,0.572438374405255
50,2,0.6842513815227359
51,1,0.46968870093252724
52,2,0.4074870062874457
53,2,0.6501684870808053
54,2,1.2123575422843953
55,1,0.3806295688307041
56,2,0.575527105019579
57,2,0.3712102823719283
58,2,0.542663557113113
59,2,0.4525561160667778
60,2,0.8037439989097411
61,2,0.39812906072703225
62,2,0.6157992411918713
63,2,1.0723482274362086
64,2,0.4438261311989329
65,2,0.8256658058226816
66,2,0.4313897479920714
67,2,0.4887702309762396
68,1,0.9791529045297224
69,2,0.4571912959200318
70,1,0.41614310252425124
71,1,0.7610516903825222
72,2,0.6699286166239138
73,2,0.5554763643573916
74,1,0.4108660010852039
75,2,0.3447514110282716
76,1,1.9895955415435398
77,1,0.5556039995265186
78,2,0.5201608721065005
79,2,0.33198672229581055
80,2,0.34773633205642257
81,1,0.4233282863262866
82,0,3.4194899745835716
83,1,0.46942406483825194
84,1,0.8415856499908775
85,1,0.5121709063330663
86,1,1.3776613135666582
87,2,0.31639468570472684
88,2,0.4262180017008128
89,2,0.3823017434208651
90,2,0.44298424256657665
91,2,0.4613698421568825
92,1,0.6062914181358128
93,2,0.5622647395707681
94,2,0.42313321346573507
95,2,0.30817463801489414
96,2,0.537918231643804
97,2,0.33767911111061183
98,2,0.3017186672383771
99,2,0.634189702324093
100,2,0.3467231644533153
101,2,0.47778900610855246
102,2,0.4960519517259554
103,2,0.5497321023593302
104,2,0.5709031635046383
105,2,0.4367135892229186
106,1,1.1051508732026873
107,2,0.3102731497936791
108,2,0.686197282529691
109,2,0.7641346287571527
110,2,0.4063642370765642
111,2,0.3541180471433805
112,1,0.8715844249478512
113,2,0.43218068628469375
114,2,0.3830338641991283
115,2,0.3395395099223833
116,2,0.48091672303976984
117,1,0.6424249679570989
118,2,0.4926964618709435
119,2,0.3622702408724644
120,2,0.45468811958458866
121,2,0.34972302617786677
122,2,0.39328702046488995
123,2,0.5394566888122327
124,2,0.5225460667819006
125,1,0.5209690330008505
126,2,0.4439811344612946
127,1,0.41143389418988796
128,2,0.5363420374070038
129,2,0.41494020669173215
130,2,0.7239195171444504
131,2,0.4548835415260821
132,1,0.4770191028116524
133,2,0.5548406201813662
134,2,0.9180495082448066
135,0,2.849435560169584
136,2,0.5105666466942503
137,2,0.5346763073910037
138,2,0.3659457582976018
139,2,0.4722177026298673
140,2,1.0348871695116135
141,1,0.6537803875612771
142,1,0.3784892883310723
143,2,0.46331274958354973
144,2,0.31850126956759706
145,2,0.4419794511580979
146,1,0.5653067829604493
147,2,0.9924697979086967
148,2,0.4563707512273565
149,2,0.38688870834580247
150,2,0.41001245780296647
151,2,0.44620364632576814
152,1,1.8939992034086448
153,2,1.3762715626868025
154,2,0.7063812509034354
155,2,0.8260167241488814
156,2,0.4167514613206186
157,2,0.7315030599024561
158,1,0.5096267014463702
159,2,0.6541122272031412
160,2,0.613804480116219
161,2,0.3302022529726227
162,2,0.38324571798642154
163,2,0.3796253130309237
164,2,0.5536179912470939
165,2,0.489358098559035
166,2,0.4775387678238865
167,2,0.5440806397234639
168,2,0.30456383507980755
169,2,0.3534429674952201
170,2,0.40474987970330145
171,2,0.8807979319381235
172,2,0.3608019125059042
173,2,0.5720554998372903
174,2,0.3902903630405943
175,2,0.4109779178083688
176,2,0.360341787950894
177,2,0.5682880275298544
178,1,1.2785513989192097
179,1,0.9832880637741597
180,2,0.5608757630110025
181,2,0.38366455877906447
182,2,0.7662110222746026
183,2,0.48557780427503194
184,2,0.4624754032415327
185,2,1.42234178840439
186,2,0.8410204495420103
187,1,0.7456806225377849
188,1,0.8677916440494338
189,2,0.43025996320376714
190,2,0.4420037623397246
191,2,0.4623042929074823
192,2,0.6692179665484725
193,1,1.0717291651317147
194,2,0.33769086051732633
195,2,0.39383927813446895
196,1,0.522005179318035
197,2,0.5512734777889612
198,2,0.35939269449260824
199,1,0.3060416095126853
