,choice,rt
0,2,0.22507507507507507
1,2,0.2951451451451451
2,2,0.49034034034034035
3,2,0.8356856856856857
4,2,0.3001501501501501
5,2,0.2801301301301301
6,2,0.4002502502502503
7,2,0.3652152152152152
8,2,0.6004504504504504
9,2,0.2551051051051051
10,2,0.2651151151151151
11,2,0.21006006006006006
12,2,0.8707207207207207
13,2,0.3752252252252252
14,2,0.2901401401401401
15,2,0.2701201201201201
16,2,0.4102602602602603
17,2,0.2851351351351351
18,2,0.3602102102102102
19,2,0.2601101101101101
20,2,0.47032032032032034
21,2,0.39024024024024023
22,2,0.9958458458458459
23,2,0.21006006006006006
24,2,0.46031031031031033
25,2,0.39524524524524524
26,2,1.085935935935936
27,2,0.20505505505505506
28,2,0.4052552552552553
29,2,0.34519519519519515
30,2,0.6755255255255256
31,2,0.6454954954954955
32,2,0.6955455455455456
33,2,0.21006006006006006
34,2,0.6004504504504504
35,2,0.2651151151151151
36,1,0.3802302302302302
37,2,0.20505505505505506
38,1,0.6204704704704704
39,2,0.22007007007007007
40,2,0.31516516516516513
41,1,0.7255755755755756
42,2,0.4402902902902903
43,2,0.2751251251251251
44,2,0.20005005005005005
45,2,0.34519519519519515
46,2,0.20505505505505506
47,1,0.34019019019019014
48,2,0.48033033033033035
49,2,0.3652152152152152
50,2,0.47532532532532534
51,2,0.38523523523523523
52,1,0.4152652652652653
53,2,0.31516516516516513
54,1,0.6505005005005006
55,2,0.8306806806806807
56,2,1.050900900900901
57,2,1.4563063063063062
58,2,0.3652152152152152
59,2,0.6254754754754754
60,2,1.176026026026026
61,2,0.22507507507507507
62,2,0.34519519519519515
63,2,0.5053553553553554
64,1,0.6955455455455456
65,2,0.49034034034034035
66,2,0.3001501501501501
67,2,0.4102602602602603
68,2,0.5954454454454454
69,2,0.3101601601601601
70,2,0.3001501501501501
71,2,0.5053553553553554
72,2,0.34019019019019014
73,2,0.6655155155155156
74,2,0.5904404404404404
75,2,0.5003503503503504
76,1,0.6254754754754754
77,2,0.8406906906906907
78,2,0.7606106106106106
79,2,0.2751251251251251
80,2,0.32017017017017013
81,2,0.6304804804804804
82,2,0.2551051051051051
83,2,0.34519519519519515
84,2,0.22507507507507507
85,2,0.38523523523523523
86,2,0.9207707707707707
87,2,0.38523523523523523
88,2,0.2951451451451451
89,2,0.5103603603603604
90,2,0.47032032032032034
91,2,0.39524524524524524
92,2,0.5303803803803804
93,2,0.33518518518518514
94,2,0.7606106106106106
95,2,0.4102602602602603
96,2,0.23008008008008007
97,2,0.4302802802802803
98,2,0.3702202202202202
99,2,0.9658158158158159
100,2,0.5754254254254254
101,2,0.45530530530530533
102,2,0.2651151151151151
103,2,0.8056556556556557
104,2,0.4452952952952953
105,2,0.2901401401401401
106,2,0.2551051051051051
107,2,0.21506506506506506
108,2,0.23008008008008007
109,2,0.6354854854854854
110,2,0.46031031031031033
111,2,0.24009009009009008
112,2,0.23008008008008007
113,2,0.3802302302302302
114,2,0.34019019019019014
115,2,0.7405905905905906
116,2,0.5403903903903904
117,2,0.46531531531531534
118,2,0.4052552552552553
119,1,0.48033033033033035
120,1,1.181031031031031
121,2,0.34019019019019014
122,2,0.21006006006006006
123,2,0.4452952952952953
124,2,0.33518518518518514
125,2,0.2501001001001001
126,2,0.5504004004004004
127,2,0.23508508508508508
128,2,0.24509509509509508
129,2,0.4352852852852853
130,2,0.5604104104104104
131,2,0.2951451451451451
132,2,0.23008008008008007
133,1,0.7706206206206206
134,2,1.045895895895896
135,2,0.31516516516516513
136,2,0.4252752752752753
137,2,0.24509509509509508
138,2,0.5303803803803804
139,2,0.4302802802802803
140,2,0.3101601601601601
141,2,0.4352852852852853
142,2,1.4212712712712712
143,2,0.6404904904904904
144,2,0.23008008008008007
145,2,1.166016016016016
146,2,0.4352852852852853
147,1,0.2701201201201201
148,2,0.3702202202202202
149,2,0.6054554554554554
150,2,0.32017017017017013
151,2,0.32517517517517514
152,2,0.46531531531531534
153,2,0.39024024024024023
154,2,0.2651151151151151
155,2,0.20005005005005005
156,2,1.035885885885886
157,2,0.35020020020020015
158,2,0.2901401401401401
159,1,0.5604104104104104
160,2,0.7255755755755756
161,2,1.095945945945946
162,2,0.47532532532532534
163,2,0.6454954954954955
164,2,0.4202702702702703
165,2,0.4202702702702703
166,2,0.21506506506506506
167,2,0.3702202202202202
168,2,0.2501001001001001
169,2,0.3652152152152152
170,2,1.6364864864864863
171,2,0.3702202202202202
172,2,0.32017017017017013
173,2,0.2951451451451451
174,2,0.2601101101101101
175,2,0.4002502502502503
176,2,0.48033033033033035
177,2,0.2651151151151151
178,2,0.6404904904904904
179,2,0.2701201201201201
180,2,0.32017017017017013
181,2,1.7516016016016014
182,2,0.35020020020020015
183,2,1.085935935935936
184,2,0.3001501501501501
185,2,0.8707207207207207
186,2,0.38523523523523523
187,2,0.3001501501501501
188,2,0.46031031031031033
189,2,0.35020020020020015
190,2,0.2851351351351351
191,2,0.21006006006006006
192,2,0.49034034034034035
193,2,0.32017017017017013
194,2,0.33518518518518514
195,2,0.4052552552552553
196,2,0.4152652652652653
197,2,0.21506506506506506
198,2,0.6004504504504504
199,2,0.7556056056056056
